scam_id,description,dollars_lost,target_location,scammer_location,scammer_email,scammer_phone,scammer_website,date_reported,scam_type,business_name,PTs
880893,"Text message copied below. Link was a hyperlink. Payment form had fields for birth date and last 4 of SSN n addition to credit card payment fields.
I later found out my family member previously, and a friend of a family member subsequently, received the same text from different phone numbers.
*Ohio Turnpike*
Your vehicle has been recorded using The Ohio Turnpike. To avoid a bill with excessive late fees of $69.99, kindly settle your balance of $6.99 at https://ohioturnpiketolls.org",,"OH, USA- 45424",Unknown Location,Unknown Email,(418) 270-0447,https://ohioturnpiketolls.org,"August 20, 2024",Phishing,Ohio Turnpike,"{'Authority and Impersonation': 'Dear Vincent Chen,\nA UserName and Password have been created, which allow you immediate access to your plan details and the ability to access/print your ID cards.\nCustomer Portal: www.mymemberbenefit.com\n...\nYour Member ID and policy number is: 681738039\nBILLING & CUSTOMER SERVICE\nMonday - Friday 10:00am to 5:30pm EST\n(732) 876-9733\nMembers@MyMemberBenefit.com', 'Pretext and trust': 'A UserName and Password have been created, which allow you immediate access to your plan details and the ability to access/print your ID cards.\nCustomer Portal: www.mymemberbenefit.com\nUser ID: vincent.b.chen@gmail.com\nPassword: Khi5fi96ob\nYour Member ID and policy number is: 681738039'}"
961305,Keep getting calls from this number and they left a voicemail saying “Hello this is Amber reaching out with ProServ to inform you that there has been two unsuccessful attempts to deliver important documents require your attention please contact the issuing agents office at 405-421-8651 you can use your reference number or your phone number through their automated system again their number is 405-421-8651…” I tried looking up proserv and people are getting the exact same voicemail,,"CO, USA- 80504",CO,Unknown Email,(720) 782-2017,Unknown URL,"March 21, 2025",Phishing,Delivery/Process Server Scam,"{'Authority and Impersonation': '*Ohio Turnpike* Your vehicle has been recorded using The Ohio Turnpike.', 'Urgency and Scarcity': 'To avoid a bill with excessive late fees of $69.99, kindly settle your balance of $6.99 at https://ohioturnpiketolls.org', 'Fear and Intimidation': 'To avoid a bill with excessive late fees of $69.99...'}"
865089,"Rec'd email:
Hello, How are you doing? I am looking to give away my late husband's Yamaha baby grand piano to a passionate instrument lover, so please let me know if you will take it or have someone who will care for it.
Regards, Janice.
When tried to reply email kept bouncing back.  We are a Catholic School and therefore we assumed this was a past student or donor.  Tried to contact to f/up and email just bounced back.",,"MN, USA- 55021",Unknown Location,janicemiller6214@gmail.com,Unknown Phone Number,Unknown URL,"July 10, 2024",Phishing,janicemiller6214@gmail.com,"{'Authority and Impersonation': 'Hello this is Amber reaching out with ProServ to inform you...', 'Urgency and Scarcity': 'there has been two unsuccessful attempts to deliver important documents require your attention', 'Pretext and trust': 'Hello this is Amber reaching out with ProServ to inform you that there has been two unsuccessful attempts to deliver important documents require your attention', 'Fear and Intimidation': 'there has been two unsuccessful attempts to deliver important documents require your attention'}"
935426,"My mother received this postcard in the mail. Had I not intercepted it, she would have fallen for it (as she has done many times...)
URGENT - ACTION REQUIRED
Dear Pamela, AAPP is holding your $309.64 in grocery & gas vouchers. Please scan [there is a QR code on the postcard] or call 813-793-7734 immediately, failure to claim will result in an automatic forfeiture. Your personal claim #*******
Hours to claim: Mon-Fri 9AM-8PM EST; Sat 9:30 AM - 7 PM EST",,"MN, USA- 55424","Tampa, FL",Unknown Email,(813) 793-7734,Unknown URL,"January 18, 2025",Phishing,AAPP,"{'Reciprocity': ""I am looking to give away my late husband's Yamaha baby grand piano to a passionate instrument lover, so please let me know if you will take it or have someone who will care for it."", 'Pretext and trust': ""I am looking to give away my late husband's Yamaha baby grand piano"", 'Liking': 'We are a Catholic School and therefore we assumed this was a past student or donor.'}"
945120,"We have received repeated letters with the words: FINAL NOTICE
It has our name, address, and bank name.
Says: This notice is to inform you that the property coverage at (our address) secured by (our bank) may be expiring or may have already expired.  Respond immediately. It came with a ""Registration Fee Voucher"" of 199.00
It also says: We reserve the right to revoke your eligibility for coverage after 5 days.
We don't have any such ""property coverage"" and never have.",,"MA, USA- 01475",Unknown Location,Unknown Email,(888) 535-0245,Unknown URL,"February 11, 2025",Phishing,"""final notice"" for property coverage","{'Urgency and Scarcity': 'URGENT - ACTION REQUIRED', 'Phantom Riches': 'AAPP is holding your $309.64 in grocery & gas vouchers.', 'Fear and Intimidation': 'failure to claim will result in an automatic forfeiture.', 'Pretext and trust': 'AAPP is holding your $309.64 in grocery & gas vouchers.'}"
946414,"I did not respond to the message that is copied and pasted below:
Thetollroads: Outstanding Toll Payment
This is a reminder that you have an unpaid toll. The payment is due by 02/13/2025. If payment is not received by the due date, additional late fees may apply, and it may result in the revocation of your driver's license.
To avoid penalties, please make your payment as soon as possible using the following link:
https://thetollroads-paytollbgq.icu/us
Thank you for your immediate attention to this matter.",,"LA, USA- 71220",Unknown Location,emelinkosi73@hotmail.com,Unknown Phone Number,Unknown URL,"February 14, 2025",Phishing,Unknown,"{'Authority and Impersonation': 'It has our name, address, and bank name. Says: This notice is to inform you that the property coverage at (our address) secured by (our bank) may be expiring or may have already expired.', 'Urgency and Scarcity': 'We reserve the right to revoke your eligibility for coverage after 5 days.', 'Fear and Intimidation': 'Respond immediately. Says: This notice is to inform you that the property coverage at (our address) secured by (our bank) may be expiring or may have already expired.'}"
955538,"They said the charge me 918.53 on 03/07/2025 for this amount from Norton. I don't have any type of card for them to use but they want you to click on the number they have listed to call them. This is copy of  the text message they sent below that I copied and pasted below for you all to see:
""Payment Complete: Amount of $918.53 used for ""NOR-TON"" Subscription charge on 03-07-2025.Ref#: RFGBHNJK6y.
Contact +1 828 962-2967 if needed.""",,"NC, USA- 28214",Unknown Location,Unknown Email,1(838) 292-8609,No web site used,"March 7, 2025",Phishing,Norton-Impostor,"{'Authority and Impersonation': 'Thetollroads: Outstanding Toll Payment', 'Fear and Intimidation': ""If payment is not received by the due date, additional late fees may apply, and it may result in the revocation of your driver's license."", 'Urgency and Scarcity': 'The payment is due by 02/13/2025.', 'Pretext and trust': 'This is a reminder that you have an unpaid toll.'}"
859969,"Email body read:
""Hello
We wouldlike to let you know that we are downt ot he last block of rooms at the Host Hotel for FLORIDA FOREIGN LANGUAGE ASSOCIATION 2024 Sept. 26-28, 2024- Embassy Suites by Hilton Orlando Lake Buena VIsta South- Kissimmee, FL You can find the hotel reservation link below
*LINK*
The rooms are on first come first serve basis and it's a flexible reservation you can always do any changes or cancellations without any penalties.
Amy Garcia
800 372 5149
Elite Booking Services",,"VA, USA- 22031",Unknown Location,bookings@elitehousingservice.com,(800) 372-5149,Unknown URL,"June 26, 2024",Phishing,Phishing Scam,"{'Authority and Impersonation': '""Payment Complete: Amount of $918.53 used for \'NOR-TON\' Subscription charge on 03-07-2025."" — The scammer impersonates Norton, a well-known security company, to gain credibility.', 'Fear and Intimidation': '""Payment Complete: Amount of $918.53..."" — The large, unexpected charge triggers fear of financial loss.', 'Urgency and Scarcity': '""Contact +1 828 962-2967 if needed."" — Implies immediate action should be taken, pressuring the victim to call quickly to resolve the issue.', 'Pretext and trust': '""Ref#: RFGBHNJK6y."" — Providing a detailed reference number and specific transaction date to create an appearance of legitimacy and establish trust.'}"
901978,"""Your recent journey on the North Texas express lanes resulted in a charge of $4.15.  Settle your balance promptly to prevent any additional late fees. To access your account and make a payment type this link in your browser.   https://tx-road.com/ ""
I have an NTTA account that is auto charged.  The web address is incorrect and this is an obvious scam.  I called NTTA and unfortunately, people have been taken advantage of with this jerk.",,"TX, USA- 76133",Unknown Location,Unknown Email,(514) 299-1931,https://tx-road.com/,"October 16, 2024",Phishing,Unknown,"{'Authority and Impersonation': 'FLORIDA FOREIGN LANGUAGE ASSOCIATION 2024 Sept. 26-28, 2024- Embassy Suites by Hilton Orlando Lake Buena VIsta South- Kissimmee, FL', 'Urgency and Scarcity': 'we are downt ot he last block of rooms at the Host Hotel', 'Pretext and trust': 'We wouldlike to let you know that we are downt ot he last block of rooms at the Host Hotel for FLORIDA FOREIGN LANGUAGE ASSOCIATION 2024 ... Embassy Suites by Hilton Orlando Lake Buena VIsta South- Kissimmee, FL You can find the hotel reservation link below'}"
952515,"Text received: From Sound Physicians: Thank you for allowing us to serve you and/or your family member. We will file a claim with the insurance on file and contact you with any questions or balance due. Please click on the link https://mydocbill.com/?u=883578565 to confirm the information on file is correct. Reply STOP to stop texts regarding your bill from our billing service and receive a paper statement.
Did not respond, blocked, deleted & reported as junk. Did not click link.",,"TX, USA- 75234",Unknown Location,Unknown Email,(866) 845-3336,Mydocbill.com,"February 28, 2025",Phishing,Sound Physicians Imposter Fake Invoice Smishing and Identity Theft Scam,"{'Authority and Impersonation': 'Your recent journey on the North Texas express lanes resulted in a charge of $4.15.', 'Fear and Intimidation': 'Settle your balance promptly to prevent any additional late fees.', 'Urgency and Scarcity': 'Settle your balance promptly to prevent any additional late fees.', 'Pretext and trust': 'Your recent journey on the North Texas express lanes resulted in a charge of $4.15.'}"
953047,"Text message: ""Unpaid Toll Reminder You have an outstanding toll payment. The payment is due by 03/02/25. If not paid by the due date, additional late fees may apply, and it may result in the revocation of your driver's license. To avoid any penalties, please make your payment promptly using the link below: Thank you for your immediate attention.""
Note the punctuation mistakes and American spelling of 'licence.' Also, a legitimate message from the province would have an '.ontario.ca' address.",,"ON, CAN- K2G 0H8",ON-,kingeffertznc@outlook.ca,Unknown Phone Number,https:/407etr.com-hfmr.org.ca,"March 1, 2025",Phishing,Unknown,"{'Authority and Impersonation': 'From Sound Physicians: Thank you for allowing us to serve you and/or your family member.', 'Pretext and trust': 'We will file a claim with the insurance on file and contact you with any questions or balance due.', 'Urgency and Scarcity': 'Please click on the link https://mydocbill.com/?u=883578565 to confirm the information on file is correct.'}"
862529,"Vc mail transcript
“Hey this is let's get verified we've been trying to reach you about your Google business listing our system is showing that your listing may not be properly verified or optimized with Google this can cause customer searching for you to not be able to find your business when they need you call us back at 848-227-9163 so we can quickly check the status of your Google business listing this will only take a few minutes that's 848-227-9163…”",,"MO, USA- 65802",Unknown Location,Unknown Email,(434) 292-1879,Unknown URL,"July 3, 2024",Phishing,Unknown,"{'Authority and Impersonation': 'Unpaid Toll Reminder You have an outstanding toll payment.', 'Fear and Intimidation': ""If not paid by the due date, additional late fees may apply, and it may result in the revocation of your driver's license."", 'Urgency and Scarcity': 'The payment is due by 03/02/25.', 'Pretext and trust': 'To avoid any penalties, please make your payment promptly using the link below: Thank you for your immediate attention.'}"
887463,"zclove2bme@yahoo.com,
I wanted to reach out and let you know that Mayhill Homes would like to buy your home.
Mayhill Homes has helped thousands of homeowners sell their homes without the stress of open houses or the high commissions of traditional real estate listings.
We're still seeing great prices but with higher rates, you don't want to wait forever to sell because prices may not stay as high as they are today.
Keep getting the same email
Get a cash offer now.
Thanks,
The Mayhill Homes Team",,"FL, USA- 32724",FL,65secret.salesite6@sand.landing-trades.com,Unknown Phone Number,Didnt click on email link,"September 7, 2024",Phishing,Mayhill Homes,"{'Authority and Impersonation': ""this is let's get verified we've been trying to reach you about your Google business listing"", 'Fear and Intimidation': 'our system is showing that your listing may not be properly verified or optimized with Google this can cause customer searching for you to not be able to find your business when they need you', 'Urgency and Scarcity': 'so we can quickly check the status of your Google business listing this will only take a few minutes'}"
891102,"A person supposedly named Kyra Anderson, left the following message on my phone:  ""*****, this is Kyra Anderson and I was contacting you this morning regarding claim 376-3813.  Mr. ***** the claim is not for you.  It's for K******y B****r.  I have your name and information listed as her point of contact.  If you speak with K******y, it would be within her best interest to contact the office handling her claim at 866-573-5804 and reference 376-3813.""",,"AL, USA- 35757","Decatur, AL",Unknown Email,(866) 573-5804,Unknown URL,"September 17, 2024",Phishing,Enterprise Services IMPOSTER,"{'Authority and Impersonation': 'Mayhill Homes would like to buy your home.', 'Social Proof': 'Mayhill Homes has helped thousands of homeowners sell their homes without the stress of open houses or the high commissions of traditional real estate listings.', 'Urgency and Scarcity': ""We're still seeing great prices but with higher rates, you don't want to wait forever to sell because prices may not stay as high as they are today."", 'Phantom Riches': 'Get a cash offer now.'}"
915595,"I entered this website and upon closing out of it, immediately received a phone call about my inquiry. Since then I have received dozens of calls from other agencies trying to get information. Then today I received the following phishing email:
Please note that your payment amount of $45.00 received successfully on 11/23/2024 . The charge will reflect under the billing name “TM Solutions PRO” (Our Billing Merchant).
Note: If you have any kind of issues regarding these transactions kindly let us know.",,"CA, USA- 95843",Unknown Location,Info@worldtrademarkregistration.com,Unknown Phone Number,Worldtrademarkregistration.com,"November 26, 2024",Phishing,Unknown,"{'Authority and Impersonation': '""this is Kyra Anderson...regarding claim 376-3813""', 'Pretext and trust': '""the claim is not for you. It\'s for K******y B****r. I have your name and information listed as her point of contact""', 'Urgency and Scarcity': '""If you speak with K******y, it would be within her best interest to contact the office handling her claim at 866-573-5804 and reference 376-3813.""'}"
925754,"Over 50 calls from different numbers asking to call back about a loan application.  Doesn’t give a name.
Numbers on caller id (last 3 days)
645-210-7735
768-464-7461
768-833-6978
Number being asked to call back
877-867-5139
Application ID #AHZ34578
I've been trying to reach out to you about your loan application, but we haven't been able to connect yet.   We just need to verify a final few details mostly related to your income and a few other minor details just to complete your approval.  (There's more....)",,"TX, USA- 79912","Miami, FL",Unknown Email,(645) 210-7735,none,"December 26, 2024",Phishing,Phone Scam- Loans,"{'Authority and Impersonation': ""The charge will reflect under the billing name 'TM Solutions PRO' (Our Billing Merchant)."", 'Pretext and trust': 'I entered this website and upon closing out of it, immediately received a phone call about my inquiry. Since then I have received dozens of calls from other agencies trying to get information.', 'Urgency and Scarcity': 'Please note that your payment amount of $45.00 received successfully on 11/23/2024 .', 'Fear and Intimidation': 'Please note that your payment amount of $45.00 received successfully ... If you have any kind of issues regarding these transactions kindly let us know.'}"
961153,"Scammer sent multiple texts to my cellphone using my first name. Text had different agent names but all from the same company. I starred out my name. I did not call, I block and report each time a text comes through. This is the text:
**** this is Emma with Fresh Start Assist again. Let's review your options for your personal loan & take the next steps to get your money by tomorrow. Is now a better time for a quick call?",,"HI, USA- 96782",Unknown Location,Unknown Email,(833) 854-1258,Unknown URL,"March 20, 2025",Phishing,Fresh Start Assist,"{'Authority and Impersonation': ""I've been trying to reach out to you about your loan application, but we haven't been able to connect yet. We just need to verify a final few details mostly related to your income and a few other minor details just to complete your approval."", 'Urgency and Scarcity': 'Over 50 calls from different numbers asking to call back about a loan application.', 'Pretext and trust': ""I've been trying to reach out to you about your loan application, but we haven't been able to connect yet. We just need to verify a final few details mostly related to your income and a few other minor details just to complete your approval."", 'Consistency': 'We just need to verify a final few details mostly related to your income and a few other minor details just to complete your approval.'}"
872322,"Received text 7/29/24 from 1(203)720-8396
To PayPal user,
We have got an order #7864151887372 for $388.99 on your Account for the transaction of a “Samsung Galaxy s21+. “For your protection, we have put a hold on this purchase. If you initiated this transaction, no further action is required and the hold will be lifted shortly. If you did not authorize this transaction, please contact our customer care team immediately at +18028099091 to report fraud
Order ID: #E6G4E6R465Q89Z
Transaction ID: 786415188383
Date/Time: July 29, 2024, 1:23 AM
Thanks
PayPal team",,"MI, USA- 48197",Unknown Location,Unknown Email,(203) 720-8396,Unknown URL,"July 29, 2024",Phishing,Paypal impostor,"{'Authority and Impersonation': 'Text had different agent names but all from the same company.', 'Pretext and trust': '""this is Emma with Fresh Start Assist again. Let\'s review your options for your personal loan & take the next steps to get your money by tomorrow.""', 'Urgency and Scarcity': '""Let\'s review your options for your personal loan & take the next steps to get your money by tomorrow.""'}"
915293,"Two voicemails were left: ""Filed it becomes public record your name and social are affiliated with this claim. You need to contact the filing party before I appear at your home and job with your documents you do have the legal right to contact the filing party their number is 855-290-3342. Good luck you have been notified.""
Is this real? Please help me know if this is real, and if it is not, what do I do to stop them from calling me?",,"NE, USA- 68466",Unknown Location,Unknown Email,(855) 290-3342,Unknown URL,"November 25, 2024",Phishing,Unknown,"{'Authority and Impersonation': 'To PayPal user, ... Thanks PayPal team', 'Fear and Intimidation': 'We have got an order #7864151887372 for $388.99 on your Account for the transaction of a “Samsung Galaxy s21+.”', 'Urgency and Scarcity': 'If you did not authorize this transaction, please contact our customer care team immediately at +18028099091 to report fraud', 'Pretext and trust': 'For your protection, we have put a hold on this purchase. If you initiated this transaction, no further action is required and the hold will be lifted shortly.'}"
948151,"Scam
Hi, this message is intended for xxxxxxx This is all document service following up with a complaint or receiving our office reference case number ::::;;;;;;I repeat :::::;;for me. If this is not you, please disregard this message Documents regarding the complaint are being prepared to be sent out, and you will need to be available to sign for the delivery In Eight 844855 6295. This call has been logged and recorded as proof of effort being made to notify you thank you.…”",,"KY, USA- 42724",Unknown Location,Unknown Email,1(912) 221-3128,Unknown URL,"February 18, 2025",Phishing,Document Service Scam,"{'Fear and Intimidation': '""Filed it becomes public record your name and social are affiliated with this claim. You need to contact the filing party before I appear at your home and job with your documents you do have the legal right to contact the filing party their number is 855-290-3342. Good luck you have been notified.""', 'Authority and Impersonation': '""before I appear at your home and job with your documents you do have the legal right to contact the filing party""', 'Urgency and Scarcity': '""You need to contact the filing party before I appear at your home and job""', 'Pretext and trust': '""contact the filing party before I appear at your home and job with your documents""'}"
864357,"I received an email from PayPal stating I owe 586.25. I always get these emails and report them. The person name comes up as Loria Siapera. Read the following…
Hi,
This is a gentle reminder to review your invoices. Kindly let us know if you have any questions or need further clarification.
Payment Details:
Invoice Number: 0R-90966/410
Invoice Date: 2024-Jul-08
We kindly ask for your prompt payment of the outstanding balance.
If you have any questions or need further assistance, kindly feel gratis to contact us.
Applicable just for the dial.
2D38055B-0FEC-4464-8DD8-B8FD8029A651",,"PA, USA- 19135",Unkown,juliewjudy@gmail.com,Unknown Phone Number,Unknown URL,"July 8, 2024",Phishing,Phishing Scam - PayPal Impostor,"{'Authority and Impersonation': 'This is all document service following up with a complaint or receiving our office reference case number....I repeat....for me. This call has been logged and recorded as proof of effort being made to notify you', 'Fear and Intimidation': 'Documents regarding the complaint are being prepared to be sent out, and you will need to be available to sign for the delivery', 'Urgency and Scarcity': 'you will need to be available to sign for the delivery', 'Pretext and trust': 'complaint or receiving our office reference case number....Documents regarding the complaint are being prepared'}"
870033,"I received a call from 551-367-8759. They left a voicemail saying: This is a follow up message from the application processing department at Summit Lending. Our contact phone number is 877-941-0921. We need to discuss your hardship loan application for 75,000. Some essential information is missing, and we cannot proceed without out. Please return our call to provide the necessary details. This matter is urgent and needs your immediate attention. I have not recently, nor ever applied for a loan with Summit Lending.",,"MI, USA- 48085",Unknown Location,Unknown Email,(551) 367-8759,Unknown URL,"July 23, 2024",Phishing,Summit Lending,"{'Authority and Impersonation': 'I received an email from PayPal stating I owe 586.25.', 'Pretext and trust': 'Invoice Number: 0R-90966/410\nInvoice Date: 2024-Jul-08\nWe kindly ask for your prompt payment of the outstanding balance.', 'Urgency and Scarcity': 'We kindly ask for your prompt payment of the outstanding balance.', 'Liking': 'Hi,\nThis is a gentle reminder to review your invoices. Kindly let us know if you have any questions or need further clarification.\n...\nIf you have any questions or need further assistance, kindly feel gratis to contact us.'}"
889357,"I was sent the following email to my work email.
Hi Mayra, I found your profile interesting. The New York Women Leaders Association would really enjoy your participation. Is it okay to email you details about our association?
Yours Truly,
Jennifer Williams
Planning Committee
New York Women Leaders Association
245 Park Avenue, 39th Floor
New York, NY 10167
JWilliams@The-Gotham-Women-Leaders.org
My name is not Mayra, and from what I read the response would have prompted them to have me sign up for a made up conference by requesting for my credit card information.",,"NY, USA- 13036","New York, NY- 10167",JWilliams@The-Gotham-Women-Leaders.org,(245) 391-0167,The-Gotham-Women-Leaders.org,"September 12, 2024",Phishing,Phishing Scam,"{'Authority and Impersonation': 'This is a follow up message from the application processing department at Summit Lending.', 'Pretext and trust': 'We need to discuss your hardship loan application for 75,000. Some essential information is missing, and we cannot proceed without out.', 'Urgency and Scarcity': 'This matter is urgent and needs your immediate attention.'}"
950028,"I get this message 1-2 EVERY DAY. This call number is different eacg time. But they give the same callback number.
""Hello this is Morgan with an important update from our loan eligibility for fourteen to my system you may be qualified for of consolidation loan of up to eighty five thousand dollar payments would be alone in start is lois hundred eighty dollars per month please give me a call as soon as possible at 1 (877)200-2515 again that number is 1 (877)200-2515.""",,"TX, USA- 76010",Unknown Location,Unknown Email,(877) 200-2515,Unknown URL,"February 22, 2025",Phishing,Unknown,"{'Authority and Impersonation': 'Planning Committee\nNew York Women Leaders Association\n245 Park Avenue, 39th Floor\nNew York, NY 10167\nJWilliams@The-Gotham-Women-Leaders.org', 'Liking': 'I found your profile interesting. The New York Women Leaders Association would really enjoy your participation.', 'Pretext and trust': 'Hi Mayra, I found your profile interesting. The New York Women Leaders Association would really enjoy your participation. Is it okay to email you details about our association?'}"
954918,voice mail stating they were Jane Gonzalez following up on a claim in their office --broken up - key number in order to stop for action from being taken you will need to be to contact the issuing agent immediately at 888-657-4456 This call has been locked and  recorded as proof of effort being made to notify and they will attempt to reach you at your place of employment in order to stop further action you need to call back at 888-657-4456,,"WA, USA- 98528",Unknown Location,Unknown Email,(360) 203-1197,Unknown URL,"March 5, 2025",Phishing,Process Server,"{'Authority and Impersonation': '""Hello this is Morgan with an important update from our loan eligibility for fourteen to my system""', 'Phantom Riches': '""you may be qualified for of consolidation loan of up to eighty five thousand dollar""', 'Urgency and Scarcity': '""please give me a call as soon as possible at 1 (877)200-2515""', 'Pretext and trust': '""important update from our loan eligibility""'}"
910583,This message is for (my name) this is Nathan Thomas your file number is #xxxxxxx Calling re a complaint scheduled to be filed out of Ada County.  If you are not going to be availabe to recv and sign for the legal documents coming to your legal residence or place of employment you must call 866-628-6332 immediately.  it is urgent I speak with you today or they will be forced to move without your participation or consent.  You have been notified.,,"ID, USA- 83706",Unknown Location,Unknown Email,"(208) 231-1428, 866-628-6332",Unknown URL,"November 12, 2024",Phishing,Process Server,"{'Authority and Impersonation': 'this is Nathan Thomas your file number is #xxxxxxx Calling re a complaint scheduled to be filed out of Ada County.', 'Fear and Intimidation': 'If you are not going to be availabe to recv and sign for the legal documents coming to your legal residence or place of employment ... or they will be forced to move without your participation or consent.', 'Urgency and Scarcity': 'it is urgent I speak with you today'}"
856755,"Text says, ""Congrats, You've been chosen for Jackpot from Healthy Rainbow, LLC Lotter.  we are here to inform you that you just won the sum of $1 million USD from people out of luck.  To guarantee your Jackpot, generous text the specialist (272) 255-9497 with your asserting code HD30 and your name for affirmation and conveyance of your prepaid card prize.  We are eager to help your continuous endeavors and anticipate seeing the positive effect you can bring to your local area.",,"LA, USA- 70815",Unknown Location,Unknown Email,(631) 771-7417,Unknown URL,"June 19, 2024",Phishing,Unknown,"{'Phantom Riches': 'you just won the sum of $1 million USD from people out of luck.', 'Authority and Impersonation': ""Congrats, You've been chosen for Jackpot from Healthy Rainbow, LLC Lotter."", 'Pretext and trust': 'we are here to inform you that you just won ...', 'Urgency and Scarcity': 'To guarantee your Jackpot, generous text the specialist (272) 255-9497 with your asserting code HD30 and your name for affirmation and conveyance of your prepaid card prize.'}"
906637,"This is the message left:
“This is Robert Mitchell . I'm calling from the document processing division regarding documents that That will be delivered either to your home or place of employment. We have made multiple attempts to contact you with no response. We are required to notify you 7 2 hours prior to the documents being delivered. This is a highly sensitive matter and requires your immediate attention. Please contact issuing office at 8 8 8- 9 6 5- 7 3 1 7 Thank you…”",,"VA, USA- 23451",Unknown Location,Unknown Email,(877) 294-5269,Left voicemail with call back number 888-965-7317,"October 30, 2024",Phishing,Process Server Imposter,"{'Authority and Impersonation': ""This is Robert Mitchell . I'm calling from the document processing division"", 'Fear and Intimidation': 'This is a highly sensitive matter and requires your immediate attention.', 'Urgency and Scarcity': 'requires your immediate attention', 'Pretext and trust': 'regarding documents that That will be delivered either to your home or place of employment. We have made multiple attempts to contact you with no response. We are required to notify you 7 2 hours prior to the documents being delivered.'}"
906861,"We want to inform you that your recent PayPal transaction is currently being processed. You can expect it to appear in your account within the next 48 hours. During this time, please feel free to review your PayPal activity for more details on your transaction. If you have any questions, need to make changes, or would like to cancel the transaction, don’t hesitate to reach out to us at +1 (806) 730-2783. Our team is here to assist you with any inquiries you may have.",,"NC, USA- 28562",Unknown Location,Jaylin@nightslate.xyz,(806) 730-2783,Unknown URL,"October 30, 2024",Phishing,Unknown,"{'Authority and Impersonation': 'If you have any questions, need to make changes, or would like to cancel the transaction, don’t hesitate to reach out to us at +1 (806) 730-2783. Our team is here to assist you with any inquiries you may have.', 'Pretext and trust': 'We want to inform you that your recent PayPal transaction is currently being processed. You can expect it to appear in your account within the next 48 hours. During this time, please feel free to review your PayPal activity for more details on your transaction.', 'Urgency and Scarcity': 'You can expect it to appear in your account within the next 48 hours.'}"
873270,"Scammer sent the following email message:
Your subscription has been auto renewed.Thank you, for renewing your Music membership.
This is a reminder for you that you have opted the automatic renewal option. You will not be charged for your 2 months complimentary trial. Once it ends, Your yearly subscription will renew at $126.29, unless you cancel it by Wednesday,Jul 31'st, 2024.
If you don’t recognize this transaction made from your ID (email redacted by BBB Staff), please reach out to our Helpdesk Team At. +1 808-481(O)3917 to cancel immediately.",,"OH, USA- 44122","Rincon, AZ",anthonyforeman590@gmail.com,1(808) 481-3917,none,"July 31, 2024",Phishing,Email About A Music Membership Renewing,"{'Urgency and Scarcity': ""Once it ends, Your yearly subscription will renew at $126.29, unless you cancel it by Wednesday,Jul 31'st, 2024."", 'Fear and Intimidation': 'If you don’t recognize this transaction made from your ID (email redacted by BBB Staff), please reach out to our Helpdesk Team At. +1 808-481(O)3917 to cancel immediately.', 'Authority and Impersonation': 'Your subscription has been auto renewed.Thank you, for renewing your Music membership. This is a reminder for you that you have opted the automatic renewal option.'}"
894501,"?U.S. Postal Service Notice?: We have received your package at our warehouse and tried to deliver it twice. Due to incomplete address information, we were unable to complete the delivery. To prevent the package from being returned, please update your address within the next 48 hours using the link below.
https://usmso.sntszhf.xyz
(Please reply to Y, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it)
After updating, we will make another delivery attempt within 24 hours.
U.S. Post Office team.",,"CA, USA- 95667","Placerville, CA",howriganjkb139@icloud.com,Unknown Phone Number,Unknown URL,"September 25, 2024",Phishing,UPS Imposter Scam,"{'Authority and Impersonation': '""?U.S. Postal Service Notice?:"" and ""U.S. Post Office team.""', 'Urgency and Scarcity': '""To prevent the package from being returned, please update your address within the next 48 hours""', 'Pretext and trust': '""We have received your package at our warehouse and tried to deliver it twice. Due to incomplete address information, we were unable to complete the delivery.""'}"
913142,"Caller left this message ""Hi hello my name is Carrie.  I'm calling today to discuss scheduling delivery of certified legal documentation that will require signature.  Please be advised you've been placed on my schedule Service withing the next two days.  I will be scheduled out to your residence and employer to have you sign if there any questions or scheduling  conflict imperatively contact the claimants office direct that number is 833-251-7278 unless I hear otherwise I'll be out to see you soon.""",,"WI, USA- 53029",Unknown Location,Unknown Email,(833) 251-7278,Unknown URL,"November 19, 2024",Phishing,Unknown,"{'Authority and Impersonation': '""I\'m calling today to discuss scheduling delivery of certified legal documentation that will require signature.""', 'Fear and Intimidation': '""I will be scheduled out to your residence and employer to have you sign...""', 'Urgency and Scarcity': '""...you\'ve been placed on my schedule Service withing the next two days.""', 'Pretext and trust': '""Calling today to discuss scheduling delivery of certified legal documentation...Please be advised you\'ve been placed on my schedule...""'}"
923782,"Received multiple calls from an ""Unknown"" number.
Left two voicemails both stating:
""Listen closely to this important message. My name is Marlin with SDP. This call is intended for the listed property owner of (insert address). We have legal documents that requires a signature from (name) and (name). To (not understandable) have any questions regarding this pending lien please contact the issuing firm immediately. Their contact number is 833-364-3009 reference case number **********. This matter does require your immediate attention.""
Also is calling other family members asking for information.",,"NJ, USA- 07462",Unknown Location,Unknown Email,(833) 364-3009,Unknown URL,"December 19, 2024",Phishing,SDP Process Server,"{'Authority and Impersonation': '""My name is Marlin with SDP. This call is intended for the listed property owner of (insert address). We have legal documents that requires a signature from (name) and (name).""', 'Fear and Intimidation': '""We have legal documents that requires a signature... regarding this pending lien...""', 'Urgency and Scarcity': '""This matter does require your immediate attention.""', 'Pretext and trust': '""We have legal documents that requires a signature... regarding this pending lien...""'}"
